id,hotel_name,region,latitude,longitude,accommodation_type,cost,minimum_nights,number_of_reviews,reviews_per_month,owner_id,owned_hotels,yearly_availability
41183,Novotel Suites Paris Expo Porte de Versailles,Manhattan,40.79967,-73.96109,Private room,128,30,0,,240207968,2,1
25655,K K H tel Cayr Saint Germain des Pr s,Queens,40.76437,-73.91937,Entire home/apt,250,3,3,0.16,146677115,1,0
46389,Fielding Hotel,Manhattan,40.72803,-73.98112,Shared room,500,1,1,1,109533480,1,1
46618,DoubleTree by Hilton Hotel London Marble Arch,Queens,40.75998,-73.926,Shared room,150,1,1,1,16562278,1,0
1257,Holiday Inn London West,Queens,40.75919,-73.91836,Private room,150,3,74,0.87,2645592,2,1
46402,The Soho Hotel,Manhattan,40.73591,-74.0101,Private room,750,1,0,,164704496,1,1
38796,Le Grand H tel de Normandie,Manhattan,40.71659,-74.00653,Entire home/apt,388,30,0,,107434423,232,0
40944,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,Manhattan,40.79568,-73.93368,Entire home/apt,50,2,6,1.1,120974332,2,0
34443,H tel de La Tamise Esprit de France,Brooklyn,40.65473,-73.91846,Private room,80,7,1,0.16,94214493,9,1
15128,Buddha Bar Hotel Paris,Manhattan,40.76642,-73.98326,Shared room,239,30,0,,30283594,121,1
32619,Le A,Bronx,40.87077,-73.8817,Entire home/apt,33,2,8,0.71,21850707,1,0
19150,Holiday Inn Paris Notre Dame,Manhattan,40.76221,-73.99795,Private room,321,30,0,,95459395,18,1
40013,Mercure Paris Opera Garnier,Queens,40.75576,-73.93071,Shared room,70,3,2,0.32,19630705,1,0
35919,Maison Albar Hotel Paris Op ra Diamond,Queens,40.74474,-73.90314,Shared room,47,30,0,,19303369,37,0
16850,Grand H tel Du Palais Royal,Manhattan,40.76103,-73.99745,Private room,239,30,0,,30283594,121,1
5351,Best Western Aulivia Op ra,Manhattan,40.76052,-73.99115,Private room,860,4,39,0.67,14733148,1,1
20164,Renaissance Paris Vendome Hotel,Manhattan,40.75302,-73.97221,Private room,699,3,2,0.06,69545883,12,1
10072,Hotel Park Lane Paris,Brooklyn,40.67793,-73.99531,Shared room,150,1,78,2.22,40611169,5,1
42938,Little Palace Hotel,Brooklyn,40.682,-73.95681,Entire home/apt,140,2,4,1.58,50321289,3,0
16941,Napoleon Paris,Queens,40.70971,-73.89741,Private room,80,28,1,0.1,16631094,1,1
19313,Andaz London Liverpool Street,Brooklyn,40.69002,-73.93733,Entire home/apt,100,3,92,3.26,63746890,1,0
44327,Novotel London Canary Wharf,Manhattan,40.76802,-73.99298,Entire home/apt,249,5,2,2,82537581,1,1
30175,H tel de Lille,Bronx,40.86918,-73.8905,Shared room,34,1,2,0.12,136455880,2,0
32561,H tel Concorde Montparnasse,Manhattan,40.76747,-73.9862,Shared room,125,3,6,0.47,72470941,1,0
12033,Suites H tel Helzear Montparnasse,Manhattan,40.84864,-73.94046,Shared room,75,1,0,,48592068,1,0
23202,Renaissance Paris Republique Hotel Spa,Brooklyn,40.68843,-73.92536,Entire home/apt,125,3,96,3.87,130774685,1,0
46914,citizenM Tower of London,Bronx,40.82794,-73.90412,Private room,45,2,1,1,266983536,1,1
37074,Chiswick Rooms,Manhattan,40.77114,-73.95913,Private room,255,30,0,,200380610,65,1
12145,Claridge s,Brooklyn,40.7158,-73.95587,Private room,90,2,3,0.48,31985378,1,0
32563,La Suite West Hyde Park,Brooklyn,40.66171,-73.9826,Private room,500,1,0,,60826656,1,1
43695,St James Court A Taj Hotel London,Manhattan,40.77203,-73.95344,Shared room,75,30,0,,225055374,3,1
19027,Elys es R gencia,Manhattan,40.74968,-73.97665,Private room,132,4,10,0.57,39300337,2,1
23405,H tel De Sers Champs Elys es Paris,Brooklyn,40.62327,-74.03543,Private room,90,6,0,,62475681,1,1
32691,Hotel le Lapin Blanc,Manhattan,40.72421,-73.97963,Shared room,124,2,11,0.94,193558362,1,0
19427,41,Manhattan,40.76173,-73.99937,Private room,534,30,0,,95459395,18,1
38880,Shaftesbury Suites London Marble Arch,Manhattan,40.72792,-73.99877,Shared room,110,5,3,0.41,214979297,1,0
39593,Grange Strathmore Hotel,Manhattan,40.75506,-73.99715,Entire home/apt,199,1,1,0.15,224414117,30,1
48880,H tel R de Paris Boutique Hotel,Brooklyn,40.71232,-73.9422,Shared room,120,1,0,,208514239,3,1
46964,Villa Panth on,Queens,40.75558,-73.89316,Private room,200,2,4,4,267193767,1,1
31797,Trinit Haussmann,Brooklyn,40.70896,-73.94754,Private room,157,1,6,0.42,187530856,2,1
15494,The RE London Shoreditch,Brooklyn,40.68607,-73.91761,Private room,60,2,53,1.37,67208195,2,1
48844,London City Suites,Manhattan,40.7362,-74.00827,Private room,205,1,0,,115491896,1,1
20121,H tel Crayon Rouge by Elegancia,Brooklyn,40.71603,-73.96426,Private room,180,4,63,2.02,44802851,1,0
40776,Mercure Paris Opera Grands Boulevards,Brooklyn,40.71788,-73.96398,Shared room,175,3,2,0.53,230930866,1,0
4470,St George s Hotel Wembley,Manhattan,40.74221,-73.9974,Entire home/apt,220,8,5,0.08,2539525,1,0
35541,Hotel Le Saint Gregoire,Manhattan,40.76557,-73.99174,Entire home/apt,120,1,56,5.81,213065914,1,0
41507,Le Mathurin Hotel Spa,Bronx,40.83099,-73.86951,Private room,35,2,10,2.1,235146087,1,0
31760,H tel Saint Paul Rive Gauche,Queens,40.71447,-73.85181,Shared room,59,2,6,0.43,15838559,4,0
28070,The Justin James Hotel,Brooklyn,40.71911,-73.95045,Entire home/apt,150,2,15,0.76,9238069,1,0
44684,Millennium Hotel London Mayfair,Brooklyn,40.70412,-73.99194,Private room,200,30,0,,255697979,2,1
25482,H tel de Varenne,Manhattan,40.78899,-73.94727,Entire home/apt,99,14,6,0.27,29967049,1,0
34990,A La Villa Madame,Manhattan,40.76209,-73.99875,Entire home/apt,300,2,12,1.14,3048319,2,0
35516,The Curtain,Manhattan,40.76249,-73.96428,Private room,430,2,10,1.06,35649879,1,1
42744,45 Park Lane Dorchester Collection,Brooklyn,40.71492,-73.94332,Entire home/apt,65,3,4,1.29,89035025,1,0
46411,Grange Tower Bridge Hotel,Manhattan,40.75287,-73.98631,Shared room,350,4,1,1,264950723,1,0
41306,Le Tsuba Hotel,Brooklyn,40.70771,-73.94627,Shared room,100,10,2,0.9,1570799,1,0
22390,St Martins Lane A Morgans Original,Bronx,40.88364,-73.83561,Entire home/apt,70,3,0,,124486054,1,1
33145,H tel Barri re Le Fouquet s,Manhattan,40.73026,-74.00392,Shared room,200,2,2,0.16,7235975,1,0
27052,Novotel London Blackfriars,Bronx,40.81728,-73.86343,Private room,40,3,5,0.46,77750223,2,1
285,Hotel Villa Lafayette Paris IX,Manhattan,40.71904,-73.99392,Shared room,95,1,109,1.11,314941,3,1
7660,Canary Riverside Plaza Hotel,Brooklyn,40.64455,-73.98298,Shared room,30,21,1,0.02,12212944,2,0
2672,The Marylebone Hotel,Brooklyn,40.68584,-73.9263,Entire home/apt,75,5,13,0.56,5531489,1,0
36838,L Empire Paris,Manhattan,40.71827,-73.98836,Entire home/apt,66,2,23,3.14,220601248,2,0
46578,The Zetter Townhouse Clerkenwell,Queens,40.66222,-73.76324,Private room,41,2,1,1,264043510,6,1
22929,The Whitechapel,Manhattan,40.75194,-73.97068,Private room,232,30,2,0.1,2856748,49,1
14276,Suites H tel Helzear Champs Elys es,Brooklyn,40.69308,-73.96649,Private room,207,2,58,1.49,38068387,4,0
27922,St George Hotel,Manhattan,40.77562,-73.98756,Private room,1066,1,2,0.2,7724142,1,1
41229,Best Western Premier Op ra Faubourg Ex Hotel Jules ,Manhattan,40.72233,-73.99334,Entire home/apt,85,2,20,4.29,41869388,1,0
21780,Pershing Hall,Manhattan,40.76321,-73.98356,Private room,243,30,0,,3191545,23,1
15443,The Premier Notting Hill,Brooklyn,40.71742,-73.95777,Private room,325,4,12,0.49,66919869,1,0
3888,H tel Pont Royal,Manhattan,40.71762,-73.98334,Private room,400,7,0,,132244,1,1
48852,Le G n ral H tel,Brooklyn,40.69805,-73.92801,Shared room,30,1,1,1,74162901,1,0
33017,H tel Th r se,Manhattan,40.82291,-73.95612,Shared room,50,13,0,,33996519,1,0
23194,Best Western Premier Trocadero La Tour,Manhattan,40.76617,-73.98445,Private room,184,30,0,,2856748,49,1
10543,Holiday Inn London Whitechapel,Queens,40.74674,-73.91881,Private room,250,3,0,,17377835,1,1
15016,Washington Mayfair Hotel,Brooklyn,40.73164,-73.95323,Shared room,65,1,152,3.8,15817123,3,0
26610,Radisson Blu Edwardian New Providence Wharf,Manhattan,40.73309,-74.00482,Entire home/apt,225,1,74,3.66,15751193,1,0
24781,Hilton London Tower Bridge,Manhattan,40.80781,-73.95134,Shared room,250,5,2,0.11,26645843,1,0
1453,Novotel London Wembley,Brooklyn,40.68304,-73.96348,Private room,200,3,56,0.96,3274376,1,1
10305,Le Relais M dicis,Brooklyn,40.61391,-73.99128,Private room,79,2,2,0.22,11010205,2,1
29416,Les Jardins De La Villa Spa,Queens,40.72195,-73.86112,Private room,300,3,0,,150858745,1,0
9391,Warwick Paris Former Warwick Champs Elysees ,Manhattan,40.74882,-73.97788,Entire home/apt,160,10,25,0.53,37711914,1,0
37047,Park Hyatt Paris Vendome,Brooklyn,40.73297,-73.95385,Private room,119,1,0,,213781715,33,1
10083,My Home In Paris,Brooklyn,40.67757,-73.98195,Entire home/apt,200,4,12,0.25,1289713,1,0
29033,Mercure Paris Op ra Faubourg Montmartre,Manhattan,40.77604,-73.951,Entire home/apt,200,2,8,0.5,16026189,2,0
16556,Best Western Plus Elys e Secret,Brooklyn,40.66537,-73.98559,Entire home/apt,150,3,6,0.17,74653179,1,0
18725,Villa Beaumarchais,Manhattan,40.80576,-73.95832,Entire home/apt,85,3,49,1.46,92690603,1,0
48556,H tel Mansart Esprit de France,Manhattan,40.72654,-74.00201,Private room,285,5,0,,138379336,1,1
2549,Holiday Inn Paris Gare de l Est,Brooklyn,40.6844,-73.9489,Private room,225,4,5,0.07,7178784,1,1
6974,Le Cinq Codet,Manhattan,40.77595,-73.95573,Shared room,100,3,28,0.55,25773982,2,1
37299,La Maison Favart,Brooklyn,40.67955,-73.98435,Shared room,149,1,7,0.95,33213436,8,1
1500,Le Pradey,Queens,40.67166,-73.76566,Private room,58,2,56,0.67,27848,2,1
11496,Threadneedles Autograph Collection,Brooklyn,40.68587,-73.91435,Shared room,55,1,4,0.19,9864136,26,1
36847,Sanderson A Morgans Hotel,Brooklyn,40.7041,-73.93415,Shared room,250,1,2,0.23,172859639,1,0
43703,The Arch London,Queens,40.68687,-73.76809,Shared room,67,1,12,4.74,29349060,3,1
7535,Commodore Hotel,Manhattan,40.83481,-73.94317,Shared room,82,2,11,0.32,26080167,3,1
19041,Golden Tulip Washington Opera,Manhattan,40.75645,-73.97828,Private room,475,1,0,,5424751,1,1
37847,Residence Henri IV,Manhattan,40.73649,-73.99927,Entire home/apt,400,3,3,0.49,12784820,1,0
44874,Hotel du Collectionneur Arc de Triomphe,Brooklyn,40.67825,-73.92335,Entire home/apt,150,2,7,4.12,260021770,1,0
39910,The Westbourne Hyde Park,Manhattan,40.81734,-73.95428,Private room,100,7,0,,231667071,1,1
34707,Hotel Le Mareuil,Manhattan,40.78051,-73.94809,Entire home/apt,160,1,17,1.62,92611851,1,0
41117,Mercure Paris Champs Elys es,Manhattan,40.72157,-73.99432,Private room,199,30,0,,230165497,4,1
638,Best Western Le 18 Paris,Brooklyn,40.69221,-73.95866,Shared room,110,6,8,0.33,1264655,1,0
22660,The Lodge Hotel Putney,Manhattan,40.81906,-73.95654,Entire home/apt,200,1,4,0.15,81671685,1,1
33862,Shaftesbury Hyde Park International,Manhattan,40.75718,-73.99245,Shared room,140,2,4,0.42,382836,4,1
11376,The Montcalm At Brewery London City,Manhattan,40.72337,-73.99574,Entire home/apt,179,3,26,0.58,3411058,1,0
42517,H tel Powers,Brooklyn,40.70263,-73.93488,Entire home/apt,70,5,1,0.37,96737879,3,0
17803,Villa Lut ce Port Royal,Queens,40.68482,-73.76929,Shared room,55,5,28,0.81,74331597,5,1
19139,Oceania Paris Porte De Versailles,Manhattan,40.75375,-73.97295,Shared room,799,4,3,0.09,96098402,12,1
33907,BEST WESTERN Maitrise Hotel Maida Vale,Brooklyn,40.69323,-73.94993,Shared room,68,30,14,1.26,23188519,6,1
31815,Novotel London City South,Manhattan,40.78136,-73.98225,Entire home/apt,160,2,20,1.47,27958360,1,0
37070,The Dorchester Dorchester Collection,Brooklyn,40.69105,-73.95882,Entire home/apt,130,4,3,0.4,586840,1,0
4845,Mercure Paris Bastille Marais,Brooklyn,40.71936,-73.96181,Private room,150,1,0,,14509754,1,1
4493,Hilton London Angel Islington,Brooklyn,40.69071,-73.97057,Entire home/apt,200,30,38,0.63,15740819,2,0
35148,Fifty Four Boutique Hotel,Brooklyn,40.67436,-73.9551,Entire home/apt,200,4,6,0.61,4336107,1,0
32707,Chateau Frontenac,Brooklyn,40.64324,-73.96332,Entire home/apt,45,2,26,2.02,105828086,4,0
10054,H tel Du Jeu De Paume,Brooklyn,40.68333,-73.99369,Entire home/apt,147,4,91,2.1,3074287,2,0
37839,The Sumner Hotel,Manhattan,40.8063,-73.9558,Entire home/apt,350,3,1,0.16,8618782,1,0
40766,W12 Rooms,Manhattan,40.77694,-73.94994,Private room,250,31,1,0.25,113805886,33,1
24947,Renaissance Paris Le Parc Trocadero Hotel,Queens,40.74547,-73.87746,Entire home/apt,57,2,103,4.34,33527075,2,0
45570,Shaftesbury Premier London Paddington,Manhattan,40.75451,-73.96348,Private room,190,30,0,,61396454,14,1
15946,Hotel Carlton s Montmartre,Manhattan,40.74513,-73.98475,Private room,250,366,0,,16476167,1,1
33236,Hotel Monge,Brooklyn,40.70057,-73.91414,Shared room,35,3,0,,71742050,1,0
35552,Mimi s Hotel Soho,Brooklyn,40.67726,-73.94179,Entire home/apt,58,3,24,2.62,19418027,1,0
19956,Victoires Opera,Manhattan,40.72068,-73.99291,Shared room,250,30,3,0.19,3256433,7,0
38216,Holiday Inn London Oxford Circus,Manhattan,40.7443,-73.99056,Entire home/apt,225,5,4,0.54,46068130,2,0
16779,Dorsett Shepherds Bush,Manhattan,40.76413,-73.99301,Entire home/apt,180,2,0,,54454582,3,0
42236,New Linden Hotel,Brooklyn,40.68743,-73.94451,Shared room,50,7,2,1.33,481630,2,0
8043,Le Burgundy Paris,Brooklyn,40.71776,-73.94538,Private room,200,3,30,0.65,1245722,1,1
25635,Hotel Sezz Paris,Manhattan,40.75751,-73.96464,Private room,233,90,0,,1188096,1,1
3184,Hotel Montaigne,Brooklyn,40.71863,-73.94575,Private room,70,3,30,0.6,5097458,1,1
36664,Hotel Royal Elys es,Manhattan,40.73261,-73.98398,Private room,180,30,0,,200380610,65,1
38213,Mercure Paris Bercy Biblioth que,Manhattan,40.74337,-73.99423,Entire home/apt,85,3,15,2.13,215944788,3,0
29885,Hazlitt s,Manhattan,40.77602,-73.95062,Entire home/apt,350,3,15,0.9,61849126,1,0
22447,Park Plaza London Waterloo,Brooklyn,40.6877,-73.9159,Private room,95,2,113,4.15,124142417,2,0
30459,citizenM London Shoreditch,Brooklyn,40.63285,-73.97483,Private room,250,3,0,,104475208,1,1
33062,H tel Balzac,Manhattan,40.72848,-74.0012,Entire home/apt,200,4,18,1.42,196017028,1,0
47189,Victoria Palace Hotel,Manhattan,40.75249,-73.9689,Shared room,140,3,1,1,4481028,1,0
26658,Hotel Eug ne en Ville,Manhattan,40.75001,-73.97573,Private room,150,30,2,0.28,120762452,50,1
47855,Newhotel Roblin,Queens,40.69405,-73.86693,Private room,66,2,2,2,118405437,2,1
23098,Le Relais Montmartre,Manhattan,40.75725,-73.9959,Entire home/apt,180,2,36,1.4,104691618,1,0
41395,Amarante Beau Manoir,Manhattan,40.73847,-74.0062,Entire home/apt,175,2,7,2.92,34468788,1,0
9451,Hotel Maison FL,Manhattan,40.71574,-73.99107,Entire home/apt,100,1,13,0.27,37947830,1,0
4110,Balmoral Champs Elys es,Queens,40.77594,-73.91786,Entire home/apt,95,3,25,3.04,2687435,1,0
14811,The Chess Hotel,Manhattan,40.75926,-73.99304,Entire home/apt,125,2,104,2.63,62359474,1,0
42747,AC Hotel Paris Porte Maillot by Marriott,Manhattan,40.77362,-73.99133,Shared room,250,8,0,,64689615,1,0
48012,B Montmartre,Manhattan,40.74169,-73.99723,Shared room,240,2,0,,271114286,1,0
2241,H tel Regent s Garden,Manhattan,40.76463,-73.98112,Private room,150,7,44,0.74,11837926,3,1
2701,Mercure Paris 15 Porte de Versailles,Queens,40.73193,-73.74481,Private room,150,2,0,,6122499,1,1
26695,Hotel Le Placide Saint Germain Des Pr s,Manhattan,40.74226,-74.00602,Private room,165,2,11,0.53,153150422,1,0
200,Hotel VIU Milan,Queens,40.70234,-73.89816,Private room,140,7,6,0.06,204539,5,1
4527,Sofitel London St James,Manhattan,40.73666,-73.9796,Private room,199,1,0,,15667008,1,1
48336,Baglioni Hotel London The Leading Hotels of the World,Brooklyn,40.64283,-73.99416,Private room,30,1,0,,67567916,4,1
47007,DoubleTree by Hilton London Islington,Queens,40.75283,-73.82561,Private room,46,1,1,1,24423571,1,1
16060,Nell Hotel Suites,Manhattan,40.80121,-73.96277,Shared room,115,10,2,0.09,71499258,1,0
22512,Rydges Kensington Hotel,Manhattan,40.76889,-73.9548,Entire home/apt,100,1,68,2.62,43200701,1,0
1550,Club Quarters Hotel Lincoln s Inn Fields,Brooklyn,40.6967,-73.97622,Private room,80,2,14,0.17,3598306,2,1
21020,Novotel Paris Centre Tour Eiffel,Manhattan,40.80545,-73.93838,Shared room,64,1,103,3.4,7831209,10,1
31823,Best Western Plus 61 Paris Nation Hotel,Queens,40.71007,-73.81483,Shared room,30,1,24,1.67,187718165,1,0
5414,Hotel Monsieur,Brooklyn,40.66165,-73.92536,Shared room,95,2,7,0.13,20278196,3,1
26190,Hotel Saint Dominique,Queens,40.74722,-73.9186,Entire home/apt,78,2,20,0.91,75458625,4,1
20934,Clayton Hotel Chiswick,Queens,40.71764,-73.76402,Private room,120,1,0,,42076125,2,1
21714,Park Plaza London Park Royal,Brooklyn,40.67613,-73.97095,Entire home/apt,64,2,16,0.57,432867,1,0
33798,Hotel Malte Astotel,Manhattan,40.72541,-73.98398,Entire home/apt,174,2,6,2.12,16149213,1,0
41252,Best Western Palm Hotel,Manhattan,40.80245,-73.94426,Private room,96,3,1,0.56,1507408,1,1
45753,InterContinental Paris Avenue Marceau,Manhattan,40.72276,-73.98741,Shared room,78,2,7,5.38,126012313,1,0
1724,Mercure Tour Eiffel Grenelle,Bronx,40.80461,-73.92276,Entire home/apt,60,3,86,1.13,2723812,2,0
26684,Mercure Paris Bastille Saint Antoine,Manhattan,40.74865,-73.9753,Private room,175,30,0,,120762452,50,1
97,Boutique H tel Konfidentiel,Manhattan,40.82803,-73.94731,Private room,89,1,1,0.11,82685,1,1
36289,The Piccadilly London West End,Queens,40.75414,-73.81536,Private room,75,1,0,,47564333,1,1
33853,R Kipling by Happyculture,Manhattan,40.73945,-73.98543,Entire home/apt,225,2,12,1.07,47596725,1,0
3813,Hotel Des Saints Peres Esprit de France,Brooklyn,40.68497,-73.989,Private room,900,1,0,,11733037,1,1
14837,Best Western Hotel Montmartre Sacr Coeur,Brooklyn,40.57891,-73.95388,Private room,99,1,88,2.22,62535444,2,1
26311,Kingsway Hall Hotel,Manhattan,40.75974,-73.98623,Entire home/apt,110,1,41,1.87,10980826,1,0
2726,Mandarin Oriental Hyde Park London,Queens,40.74632,-73.94799,Private room,349,1,26,0.36,4260529,2,1
8111,H tel Jos phine by Happyculture,Bronx,40.84626,-73.90473,Private room,105,2,80,1.66,17264040,2,1
11748,Radisson Blu Edwardian Vanderbilt,Manhattan,40.76642,-73.98621,Private room,120,360,0,,3092054,1,1
35244,Hotel Le Chat Noir,Manhattan,40.75991,-73.96105,Private room,160,30,0,,200380610,65,1
47307,Hotel Cafe Royal,Brooklyn,40.68884,-73.9733,Shared room,310,3,1,1,12166612,1,0
42123,Mercure Vaugirard Paris Porte De Versailles,Manhattan,40.74433,-73.97868,Private room,39,2,1,0.5,163749958,3,1
25892,Grange Rochester Hotel,Brooklyn,40.6916,-73.94538,Entire home/apt,130,5,7,0.52,14120985,2,0
23164,Gainsborough Hotel,Brooklyn,40.71627,-73.93957,Private room,100,7,1,0.28,73214623,1,1
13869,H tel Bel Ami,Brooklyn,40.65436,-73.96179,Entire home/apt,58,1,5,0.13,2503478,1,0
18673,St James Hotel Club Mayfair,Queens,40.70052,-73.75184,Private room,400,4,0,,92238446,1,1
22754,Apex London Wall Hotel,Manhattan,40.81253,-73.93952,Entire home/apt,99,5,35,1.32,11191325,1,0
18812,Seraphine Kensington Gardens Hotel,Brooklyn,40.67564,-73.95497,Entire home/apt,93,3,48,1.42,51752700,1,0
40688,Hotel de Nell,Brooklyn,40.73636,-73.95538,Entire home/apt,115,30,0,,15989140,1,0
40442,9Hotel Republique,Brooklyn,40.69126,-73.95285,Private room,250,14,0,,14671652,1,1
47027,Goralska R sidences H tel Paris Bastille,Manhattan,40.73975,-73.98511,Entire home/apt,100,2,3,3,46094733,1,0
29544,Club Quarters Hotel Gracechurch,Manhattan,40.7394,-73.99964,Private room,150,3,1,0.07,167188752,1,1
38146,Grange Blooms Hotel,Queens,40.77298,-73.92461,Shared room,70,1,1,0.16,4361061,2,0
39857,DoubleTree by Hilton Hotel London Tower of London,Manhattan,40.81399,-73.95229,Private room,69,2,0,,164886138,11,1
48662,H tel Baume,Queens,40.69411,-73.86877,Private room,66,1,0,,118405437,2,1
33419,Hotel West End,Brooklyn,40.69303,-73.95636,Shared room,38,1,17,1.39,119669058,34,1
10959,Arioso,Manhattan,40.72116,-73.99124,Entire home/apt,250,30,8,0.2,3256433,7,0
39413,H tel Lancaster Paris Champs Elys es,Manhattan,40.74134,-73.98101,Private room,150,30,0,,178224519,8,1
25186,Melia Paris Notre Dame,Queens,40.75686,-73.81327,Shared room,43,2,65,2.87,124860677,6,1
37160,Hotel Mademoiselle,Brooklyn,40.67662,-73.98642,Entire home/apt,300,2,6,0.8,39801631,1,0
18302,Hotel Les Bains Paris,Manhattan,40.74829,-73.98041,Private room,179,30,0,,22541573,87,1
26021,Hotel Ares Eiffel,Manhattan,40.75014,-73.97001,Private room,175,30,0,,76104209,33,1
39823,Francois 1er,Brooklyn,40.69096,-73.90528,Private room,55,30,0,,17706542,6,1
24937,H tel Montmartre Mon Amour,Manhattan,40.72697,-73.98509,Entire home/apt,239,2,13,0.68,10286572,1,0
28060,Hotel Monceau Wagram,Brooklyn,40.68616,-73.94295,Entire home/apt,160,3,32,1.64,134428157,7,0
42373,Novotel London Excel,Brooklyn,40.67041,-73.9463,Private room,239,1,1,0.58,247411073,1,1
14499,Paris Marriott Champs Elysees Hotel,Brooklyn,40.71016,-73.96076,Entire home/apt,60,3,8,0.36,59913399,1,0
19074,Mercure London Bridge,Brooklyn,40.6552,-73.96063,Private room,65,7,2,0.06,37821056,4,1
18735,H tel Exquis by Elegancia,Manhattan,40.76356,-73.96082,Private room,179,30,0,,22541573,87,1
45373,Grange Wellington Hotel,Brooklyn,40.7099,-73.9649,Shared room,250,3,1,1,2513252,1,0
1938,Les Jardins Du Marais,Brooklyn,40.7106,-73.96532,Private room,85,2,35,0.55,2843998,2,1
14302,Hotel Cavendish,Manhattan,40.82546,-73.95292,Entire home/apt,90,10,6,0.18,20794193,1,0
36821,Park Grand London Hyde Park,Brooklyn,40.70296,-73.94086,Entire home/apt,90,3,7,0.95,18917915,1,0
21115,Shaftesbury Metropolis London Hyde Park,Manhattan,40.74811,-73.97868,Private room,190,30,1,0.73,22541573,87,1
40307,Radisson Blu Champs Elys es Paris,Manhattan,40.72657,-73.98135,Entire home/apt,89,2,11,3.03,233521077,1,0
46365,Hotel Eiffel Blomet,Brooklyn,40.62903,-73.89762,Shared room,110,1,4,4,259776956,5,1
33118,Holiday Inn Paris Gare Montparnasse,Manhattan,40.75544,-73.99721,Shared room,64,30,5,0.55,190921808,47,1
366,H tel Thoumieux,Manhattan,40.72577,-73.98745,Private room,249,5,166,1.68,251176,2,1
11961,The Exhibitionist Hotel,Queens,40.76354,-73.91789,Private room,77,2,1,0.07,48372942,1,1
16049,Auteuil Tour Eiffel,Queens,40.72143,-73.8932,Shared room,58,1,37,0.97,68139551,3,1
10538,Ten Manchester Street Hotel,Brooklyn,40.69542,-73.93258,Entire home/apt,65,2,5,0.11,1903737,3,0
35377,Mercure London Hyde Park,Brooklyn,40.69371,-73.94449,Entire home/apt,53,4,52,6.5,29953329,2,0
0,London Bridge Hotel,Brooklyn,40.64749,-73.97237,Shared room,149,1,9,0.21,2787,6,1
21227,Derby Alma,Brooklyn,40.65877,-73.89631,Entire home/apt,100,1,68,2.27,18595156,1,1
18698,The Beaumont Hotel,Manhattan,40.76938,-73.98689,Entire home/apt,160,3,4,0.28,92481239,1,0
48232,Mercure Paris Gobelins Place d Italie,Manhattan,40.76687,-73.98644,Private room,561,1,0,,266037277,1,1
34386,H tel Original Paris,Manhattan,40.75579,-73.9652,Private room,234,30,0,,200380610,65,1
36484,The Grand at Trafalgar Square,Queens,40.70002,-73.89364,Private room,35,7,1,0.11,194107668,1,1
12100,Club Quarters Hotel Trafalgar Square,Manhattan,40.73491,-73.99231,Private room,250,53,2,0.05,24530091,1,1
11339,The Laslett,Manhattan,40.74867,-73.96734,Private room,1170,80,0,,30283594,121,1
25947,Novotel Paris Les Halles,Brooklyn,40.62724,-73.93043,Private room,1700,1,0,,148391880,1,1
44477,Melia Paris Vendome,Brooklyn,40.70992,-73.94698,Entire home/apt,100,1,4,2.03,258243498,3,1
34528,Chambiges Elys es,Manhattan,40.76029,-73.99811,Private room,300,30,0,,200380610,65,1
25349,MARQUIS Faubourg St Honor Relais Ch teaux,Brooklyn,40.64844,-73.96726,Entire home/apt,115,5,4,0.18,10217532,1,0
44273,H tel Le Bellechasse Saint Germain,Manhattan,40.73996,-73.98972,Private room,225,4,0,,18149022,1,1
26386,Hotel Verneuil Saint Germain,Manhattan,40.73247,-73.98297,Entire home/apt,196,2,47,2.26,7608106,1,0
42277,Hotel Daniel Paris,Queens,40.75705,-73.90697,Shared room,69,4,0,,9700935,1,0
11234,Residence Du Roy,Manhattan,40.79494,-73.96545,Private room,450,28,0,,43820172,1,1
37531,La Maison Champs Elys es,Brooklyn,40.68398,-73.94179,Entire home/apt,43,1,10,1.33,18272280,2,0
42991,H tel Arvor Saint Georges,Brooklyn,40.71573,-73.93887,Entire home/apt,110,4,5,2.63,251468079,1,0
28064,The Belgrave Hotel,Manhattan,40.79943,-73.94386,Entire home/apt,89,2,52,2.75,48419413,1,0
35480,TheWesley,Manhattan,40.72244,-73.98194,Entire home/apt,120,4,5,0.49,69878814,1,0
5761,Le M ridien Etoile,Brooklyn,40.62735,-73.95704,Shared room,50,7,7,0.12,21782731,1,1
9905,The Hoxton Shoreditch,Manhattan,40.76769,-73.99405,Private room,150,3,17,0.37,6684858,1,1
32169,The Cavendish London,Brooklyn,40.67431,-73.94065,Entire home/apt,150,5,2,0.15,188391102,2,1
36166,Avo Hotel,Manhattan,40.76591,-73.99493,Entire home/apt,300,4,4,0.44,84720132,1,0
48050,Hotel 82 London,Manhattan,40.73971,-73.99611,Private room,1050,2,0,,63492343,1,1
40521,La Clef Tour Eiffel,Manhattan,40.8166,-73.9407,Entire home/apt,80,3,13,3.45,34399492,1,0
22951,Best Western Plus Seraphine Hammersmith Hotel,Manhattan,40.71947,-73.98638,Entire home/apt,200,2,24,0.91,23356363,1,0
20832,La Chambre du Marais,Brooklyn,40.71281,-73.94246,Entire home/apt,100,4,48,2.16,13924244,1,0
